No;Kode;Mentah;"Sumber
TKPI 2019";Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;"Kalsium
Ca";"Fosfor
P";"Besi
Fe";"Natrium
Na";"Kalium
Ka";"Tembaga
Cu";"Seng
Zn";"Retino
Vit A";B-Kar;"Karoten
Total";"Thiamin
Vit. B1";"Ribovlavin
Vit. B2";Niasin;Vitamin C;BDD;Kelompok Makanan;Regulasi;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
944;GP084;Olahan;Pencok lele, masakan;47,5;372;7,8;36,3;3,5;-;4,9;289;295;5,3;-;-;-;-;64;-;12.070;0,12;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
945;GP085;Olahan;Pinda, masakan;71;107;15,9;0,6;0,4;-;3,1;375;336;1,9;526;330;0,2;1;896;-;-;0,89;0,05;0,5;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
946;GP086;Olahan;Pindang kenari, masakan;80,1;124;9,5;9,6;-;-;2,8;120;220;1,3;370;270;0,3;1,2;18;381;-;-;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
947;GP087;Olahan;Saboko gurita, masakan;76,2;87;15,7;1,5;2,6;-;4,1;60;14;2,1;200;180;0,9;4;38;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
948;GP088;Olahan;Saboko saltan, masakan;76;113;17,1;3,6;3;-;0,3;240;60;0,5;40;350;0,2;0,6;27;-;-;-;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
949;GP089;Olahan;Saboko sardin, masakan;70;110;12,9;4,3;4,9;-;7,9;220;520;6;200;280;0,2;3,9;37;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
950;GP090;Olahan;Sate Bandeng;47,1;283;12,1;16,8;20,9;2;3,1;118;186;1,2;543;199;0,2;0,9;-;2;-;0,02;0,02;-;0,3;82;Ikan dsb;BKP;;;;;;;;
951;GP091;Olahan;Sepi, masakan;66,1;88;7,9;1,6;10,6;-;13,8;924;350;2,3;873;258;1;1,1;783;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
952;GP092;Olahan;Tekwan;86,7;53;1,9;0,9;9,4;-;1,1;9;41;1;174;42;-;-;99;-;-;0,1;0,02;0,4;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
953;GP093;Olahan;Teri balado, masakan;25,8;365;23,7;22,3;17,5;-;10,9;869;348;4;-;-;-;-;27;-;1.567;0,13;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
954;GP094;Olahan;Tumis bandeng;70,5;189;11,3;15,7;0,6;-;1,9;56;129;0,4;314;280;0,1;0,7;579;-;-;0,46;0,02;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
955;GP095;Olahan;Tumis keumamah;45,7;300;14,5;20;15,5;4,5;4,3;-;-;-;-;-;-;-;-;8;-;0,63;0,04;-;7;100;Ikan dsb;KGZMI-2001;;;;;;;;
956;GR001;Tunggal;Ikan bader, segar;66;193;19;13;-;-;2;48;150;0,4;118;264,9;0,1;0,2;45;-;-;0,01;0,1;4,1;-;-;Ikan dsb;DABM-1964;;;;;;;;
957;GR002;Tunggal;Ikan balong, segar;76,5;107;16,5;3,9;1,5;-;1,5;54;202;2;86;253,4;0,5;1;25;-;-;0,05;0,1;2,5;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
958;GR003;Tunggal;Ikan bambangan, segar;73,7;112;20;1,3;3,7;-;1,3;98;120;3;148;258,7;-;0,1;-;-;-;0,07;-;0,3;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
959;GR004;Tunggal;Ikan bandeng, segar;74;123;20;4,8;-;-;1,2;20;150;2;67;271,1;-;0,9;45;21;-;0,05;0,1;6;-;-;Ikan dsb;DABM-1964;;;;;;;;
960;GR005;Tunggal;Ikan banjar, segar;73,5;111;19,4;0,9;4,8;-;1,4;68;278;7,3;99;338,7;0,2;0,6;-;62;-;0,03;0,2;7,3;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
961;GR006;Tunggal;Ikan baronang, segar;80;78;14,5;0,6;3,7;-;1,2;26;521;3,8;26;692;4,7;4,1;732;-;-;0,2;0,04;3;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
962;GR007;Tunggal;Ikan batung, segar;75,7;115;14,5;4,6;4,2;-;1,1;-;207;-;42;361;0,2;0,9;-;-;-;1,2;0,04;1,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
963;GR008;Tunggal;Ikan baung, segar;74,9;123;15,1;5,5;3,3;-;1,2;5;146;1,3;32;349;0,1;0,7;-;-;-;0,2;0,03;1,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
964;GR009;Tunggal;Ikan bawal, segar;78;91;19;1,7;-;-;1,3;20;150;2;129;233,3;0,1;0,3;45;-;-;0,05;0,1;1,8;-;-;Ikan dsb;DABM-1964;;;;;;;;
965;GR010;Tunggal;Ikan Belida, segar;79,2;80;14,7;1,4;2,2;-;2,3;303;315;1,3;41;356;-;0,8;-;-;-;1,2;0,14;1,4;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
966;GR011;Tunggal;Belut, segar;81,5;70;14,6;0,8;1;-;2,1;49;155;1,5;55;169;0,2;1,2;-;-;-;0,22;0,12;7,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
967;GR012;Tunggal;Belut,laut, segar;79,5;93;12,8;1,5;6,1;-;4,1;60;199;3;33;175,9;0,1;1;51;3;71;0,06;-;2,7;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
968;GR013;Tunggal;Ikan beunteur, segar;70;109;17;4;-;-;9;500;500;1;109;323,5;0,6;1,3;45;-;-;0,05;0,1;2,6;-;-;Ikan dsb;DABM-1964;;;;;;;;
969;GR014;Tunggal;Ikan biawan, segar;79,1;90;14,9;2,5;2,1;-;1,4;125;265;1;35;207;0,4;0,6;-;-;-;0,36;0,03;2,9;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
970;GR015;Tunggal;Ikan bili, segar;68,3;88;14,2;0,7;6,2;-;10,6;27;1.760;1,5;217;202;-;4,1;-;-;-;0,72;0,09;2,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
971;GR016;Tunggal;Ikan bubara, segar;75,5;100;14,7;2,4;4,9;-;1,6;90;90;0,4;390;390;0,7;0,8;-;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
972;GR017;Tunggal;Ikan bulan-bulan, segar;66,7;134;25,5;1,3;5;-;1,5;29;29;0,5;197;489;0,1;0,5;-;-;-;0,3;0,02;0,8;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
973;GR018;Tunggal;Ikan, cakalang, segar;73;107;19,6;0,7;5,5;-;1,2;23;242;2,9;66;239;0,2;0,6;386;-;-;0,17;0,05;21,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
974;GR019;Tunggal;Ikan cakalang, hati, segar;73,4;120;11,3;3,9;10;-;1,4;30;30;0,9;420;280;1,6;4,3;-;-;-;-;-;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
975;GR020;Tunggal;Ikan cakalang, jantung, segar;76,3;116;11,2;1,2;10,2;-;1,1;10;40;3,4;360;250;0,5;1,9;908;-;-;-;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
976;GR021;Tunggal;Ikan cakalang, perut, segar;79,1;86;10,2;1,1;8,7;-;0,9;20;110;2,1;230;210;0,3;9,3;-;-;-;0,24;-;0,3;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
977;GR022;Tunggal;Cumi-cumi, segar;82,2;75;16,1;0,7;0,1;-;0,9;32;200;1,8;37;204,1;1,6;1,3;-;20;-;0,08;-;2,5;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
978;GR023;Tunggal;Ikan daun, segar;78,6;101;11,5;4,1;4,6;-;1,2;80;210;0,8;120;270;0,1;0,9;-;-;-;0,08;0,07;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
979;GR024;Tunggal;Ikan ekor kuning, segar;74,1;108;22,3;1,2;2,1;-;0,3;30;220;0,5;50;230;0,1;0,6;40;29;-;-;0,1;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
980;GR025;Tunggal;Ikan gabus, segar;79,6;80;16,2;0,5;2,6;-;1,1;170;139;0,1;65;254;0,3;0,4;335;-;-;0,4;0,2;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
981;GR026;Tunggal;Ikan Heu, segar;75,6;81;10;1,6;6,6;-;6,2;1.910;990;2,1;240;210;0,1;2,7;-;-;-;0,87;-;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
982;GR027;Tunggal;Ikan hitam, segar;78,2;101;10,3;3,7;6,7;-;1,1;50;140;0,4;70;210;-;0,4;67;-;-;-;0,1;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
983;GR028;Tunggal;Ikan hiu, segar;85,7;57;10,7;0,3;2,2;-;1,1;75;206;2;-;-;0,02;-;-;-;-;0,05;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
984;GR029;Tunggal;Ikan kacangan, segar;80,7;77;15,6;0,9;1,6;-;1,2;94;170;1,7;-;-;-;-;18;-;-;0,07;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
985;GR030;Tunggal;Ikan kakap, segar;77;92;20;0,7;-;-;2,3;20;200;1;-;-;-;-;9;-;-;0,05;-;-;-;-;Ikan dsb;DABM-1964;;;;;;;;
986;GR031;Tunggal;Ikan kakatua, segar;79,7;82;11,4;1,2;6,4;-;1,3;20;160;0,4;90;300;0,1;0,3;18;-;-;-;-;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
987;GR032;Tunggal;Ikan kalaban, segar;80,3;77;16,4;0,7;1,3;-;1,3;182;248;0,9;40;334;0,7;0,8;-;-;-;0,16;0,15;1,9;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
988;GR033;Tunggal;Ikan Kamera, segar;78,5;86;19,7;0,8;-;-;1,3;50;170;0,3;90;290;0,3;0,1;26;-;-;-;0,08;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
989;GR034;Tunggal;Ikan kapar, segar;74,2;132;17;6,7;0,8;-;1,3;151;272;1,2;78;229;0,9;0,7;-;-;-;0,07;0,03;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
990;GR035;Tunggal;Ikan kawalinya, segar;76,1;110;12,6;4,2;5,4;-;1,7;80;300;1,5;340;300;0,2;1,4;146;-;-;-;-;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
991;GR036;Tunggal;Ikan oci, kembung, segar;71,4;125;21,3;3,4;2,2;-;1,7;136;69;0,8;214;245;0,2;1,1;-;-;-;0,26;0,03;0,2;-;80;Ikan dsb;KZGMI-2001;;;;;;;;
992;GR037;Tunggal;Keong, segar;81;64;12;1;2;-;4;217;78;1,7;231;9;0,37;0,1;-;244;-;-;-;-;-;46;Ikan dsb;DABM-1964;;;;;;;;
993;GR038;Tunggal;Kepiting, segar;68,1;151;13,8;3,8;14,1;-;0,2;210;250;1,1;-;-;-;-;61;-;-;0,05;-;-;-;45;Ikan dsb;DABM-1964;;;;;;;;
994;GR039;Tunggal;Kerang, segar;78,2;101;14,4;2,6;3,9;-;0,9;321;270;15,6;-;-;-;-;-;-;-;0,01;-;-;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
995;GR040;Tunggal;Ikan keru-keru, segar;77,2;93;16,5;2,1;0,8;-;3,4;65;217;2,4;137;255,3;0,34;0,7;-;-;-;0,01;0,09;1,6;-;55;Ikan dsb;KZGPI-1990;;;;;;;;
996;GR041;Tunggal;Ikan kima, segar;82,1;70;10,8;0,7;5,2;-;1,2;53;72;2;342;101;0,5;0,5;401;-;-;0,22;0,05;5,8;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
997;GR042;Tunggal;Kodok, segar;81,9;73;16,4;0,3;-;-;1,4;18;147;1,1;-;-;-;-;-;-;-;0,14;-;-;-;65;Ikan dsb;DABM-1964;;;;;;;;
998;GR043;Tunggal;Kura-kura, segar;80;83;19,1;0,2;-;-;0,7;27;87;0,7;-;-;-;-;-;-;-;0,2;-;-;-;70;Ikan dsb;DABM-1964;;;;;;;;
999;GR044;Tunggal;Kuro, segar;79,9;87;16;2,2;1;-;0,9;75;136;1;-;-;-;-;6;-;-;0,04;-;-;-;52;Ikan dsb;KZGPI-1990;;;;;;;;
1000;GR045;Tunggal;Ikan lais, segar;65;161;11,9;11,5;2,4;-;9,2;70;237;-;-;-;-;-;-;-;-;0,05;-;-;-;62;Ikan dsb;KZGPI-1990;;;;;;;;
1001;GR046;Tunggal;Ikan layang, segar;74;109;22;1,7;-;-;2,3;50;150;2;-;-;-;-;45;-;-;0,05;-;-;-;80;Ikan dsb;DABM-1964;;;;;;;;
1002;GR047;Tunggal;Ikan layur, segar;80,1;82;18;1;0,4;-;0,5;48;229;2,2;-;-;-;-;4;-;-;0,04;-;-;-;49;Ikan dsb;KZGPI-1990;;;;;;;;
1003;GR048;Tunggal;Ikan lehoma, segar;77,6;90;20,4;0,9;-;-;1,1;88;270;0,7;56;281;0,3;0,9;1.047;-;-;0,32;0,03;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1004;GR049;Tunggal;Ikan lemuru, segar;76;112;20;3;-;-;1;20;100;1;-;-;-;-;30;-;-;0,05;-;-;-;80;Ikan dsb;DABM-1964;;;;;;;;
1005;GR050;Tunggal;Ikan lidah, segar;78,3;104;15,6;3,2;2;-;0,9;30;143;2;-;-;-;-;33;-;-;0,03;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
1006;GR051;Tunggal;Lokan, segar;80,9;217;11;1,7;5,1;-;1,3;20;390;10,9;3;7;0,2;2,7;-;-;-;0,45;0,07;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1007;GR052;Tunggal;Ikan malalugis, segar;75,6;99;20,6;1,4;0,9;-;1,5;164;330;0,5;76;282;0,2;0,9;661;-;-;0,3;0,02;0,5;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1008;GR053;Tunggal;Ikan mamar merah, segar;75;115;15,3;4;4,4;-;1,3;60;190;1,6;120;240;0,2;1;-;-;-;0,2;0,1;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1009;GR054;Tunggal;Ikan mas, segar;80;86;16;2;-;-;2;20;150;2;65;276,7;0,1;1,1;45;8;-;0,05;0,1;2,6;-;80;Ikan dsb;DABM-1964;;;;;;;;
1010;GR055;Tunggal;Ikan mayong, segar;78,2;97;17,9;2;0,4;-;1,5;40;100;2,5;-;-;-;-;21;-;-;0,1;-;-;-;89;Ikan dsb;KZGPI-1990;;;;;;;;
1011;GR056;Tunggal;Ikan mujahir, segar;79,7;89;18,7;1;-;-;1,1;96;209;1,5;51;265,8;-;0,2;6;3;5;0,03;0,1;2;-;80;Ikan dsb;KZGPI-1990;;;;;;;;
1012;GR057;Tunggal;Ikan nasu metti, segar;65,3;154;16,8;5;10,5;-;2,4;80;244;1,6;421;488;0,2;1,2;-;-;-;0,47;0,15;9,6;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1013;GR058;Tunggal;Ikan paling, segar;58;303;14;27;-;-;1;20;200;1;43;-;-;-;485;-;-;0,1;-;-;2;100;Ikan dsb;DABM-1964;;;;;;;;
1014;GR059;Tunggal;Ikan papuyu/ betok, segar;75;120;14,3;4,9;4,6;-;1,2;329;436;1,5;240;169;0,8;1,1;-;-;-;-;0,05;3,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1015;GR060;Tunggal;Ikan Patin, segar;74,4;132;17;6,6;1,1;-;0,9;31;173;1,6;77;346;0,7;0,8;-;7;-;0,2;0,03;1,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1016;GR061;Tunggal;Ikan pomo, segar;68,3;147;22,5;5,2;2,6;-;1,4;80;230;1,3;-;380;0,2;0,7;89;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1017;GR062;Tunggal;Ikan Puntin, segar;81,1;76;14,4;1,1;2,2;-;1,2;28;166;-;-;325;0,1;0,6;-;-;-;0,31;0,11;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1018;GR063;Tunggal;Rajungan, segar;80,2;76;12,1;2;2,4;-;2,7;721;214;2,2;69;192;1,7;2,9;599;40;-;0,2;0,25;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
1019;GR064;Tunggal;Rebon, udang kecil, segar;79;81;16,2;1,2;0,7;-;2,9;757;292;2,2;169;202,9;0,7;1,2;18;-;-;0,04;0,1;2,4;-;100;Ikan dsb;DABM-1964;;;;;;;;
1020;GR065;Tunggal;Ikan saluang, segar;74,8;113;13,9;4,9;3,4;-;3;642;646;1,9;51;182;0,8;3,6;-;-;-;0,21;0,02;1,8;-;89;Ikan dsb;KZGMI-2001;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
