Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0001,kemiri,,"     1155,000",,"       22,400","        4,400","       51,700","       10,300",,,,"     2334,000","        0,000",,"        0,000","        2,000",,,"        0,170","        1,230","        7,900",,"        1,600","        1,000",,,"      608,000",,"        0,000","      122,000","      452,000","     3805,000","     1468,000","      249,000","      351,000",,,"       97,900","        4,800","        0,640","       10,500",,,,,
ZIN0002,adonan tepung beras,,"      544,000",,"        2,400","        0,200","       28,600","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,410","        0,050",,,"        2,000",,"        0,000","        0,000","        0,000","       29,000","        3,000","       13,000","       37,000",,,"        0,200","        0,400","        0,040","        0,380",,,,,
ZIN0003,adonan tepung tapioka,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0004,adonan tepung terigu,,"     1523,000",,"       10,300","        1,000","       76,300","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,100","        0,040","        1,100",,"        0,390","        0,040",,,"       18,000",,"        0,000","        0,000","        2,000","      107,000","       15,000","       22,000","      108,000",,,"        1,200","        0,700","        0,140","        0,680",,,,,
ZIN0005,beras ketan hitam,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0006,beras ketan putih giling,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0007,beras ketan putih tumbuk,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0008,beras merah + beras pth campur,,"     1418,000",,"        6,600","        1,400","       72,900","        2,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,170","        0,040","        2,400",,"        1,120","        0,280",,,"        9,000",,"        0,000","        0,000","        1,000","      152,000","       18,000","       80,000","      160,000",,,"        1,000","        1,400","        0,170","        2,070",,,,,
ZIN0009,beras merah giling,,"     1498,000",,"        7,400","        2,600","       75,200","        5,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,320","        0,030","        4,200",,"        1,250","        0,480",,,"       13,000",,"        0,000","        0,000","        3,000","      253,000","       32,000","      141,000","      246,000",,,"        1,600","        1,900","        0,260","        3,520",,,,,
ZIN0010,beras merah tumbuk,,"     1498,000",,"        7,400","        2,600","       75,200","        5,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,320","        0,030","        4,200",,"        1,250","        0,480",,,"       13,000",,"        0,000","        0,000","        3,000","      253,000","       32,000","      141,000","      246,000",,,"        1,600","        1,900","        0,260","        3,520",,,,,
ZIN0011,beras putih giling,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0012,beras putih tumbuk,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0013,bihun,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0014,bihun goreng,,"      992,000",,"        1,900","       15,200","       22,900","        0,200",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,020","        0,300",,"        0,330","        0,040",,,"        2,000",,"        0,000","        0,000","        0,000","       23,000","        2,000","       10,000","       30,000",,,"        0,200","        0,300","        0,030","        0,300",,,,,
ZIN0015,tepung beras ketan putih,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0016,tepung beras merah,,"     1498,000",,"        7,400","        2,600","       75,200","        5,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,320","        0,030","        4,200",,"        1,250","        0,480",,,"       13,000",,"        0,000","        0,000","        3,000","      253,000","       32,000","      141,000","      246,000",,,"        1,600","        1,900","        0,260","        3,520",,,,,
ZIN0017,temu ireng,,"      184,000",,"        1,400","        0,200","       10,200","        1,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,020","        0,200",,"        0,110","        0,130",,,"       15,000",,"        0,000","        5,000","        3,000","      166,000","       22,000","       11,000","       35,000",,,"        0,200","        0,200","        0,070","        0,150",,,,,
ZIN0018,tepung beras,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0019,tepung kentang,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0020,tepung jagung putih,,"     1515,000",,"        8,100","        3,600","       76,900","        7,300",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,390","        0,200","        3,600",,"        0,430","        0,300",,,"       25,000",,"        0,000","        0,000","       35,000","      287,000","        6,000","      127,000","      241,000",,,"        3,500","        1,800","        0,190","        0,500",,,,,
ZIN0021,tepung sagu,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0022,tepung maizena,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0023,tepung jagung kuning,,"     1515,000",,"        8,100","        3,600","       76,900","        7,300",,,,"       47,000","        0,000",,"        0,000","        1,000",,,"        0,390","        0,200","        3,600",,"        0,430","        0,300",,,"       25,000",,"        0,000","        0,000","       35,000","      287,000","        6,000","      127,000","      241,000",,,"        3,500","        1,800","        0,190","        0,500",,,,,
ZIN0024,tepung garut / arrowroot,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0025,tepung gaplek,,"     1314,000",,"        2,600","        0,700","       76,600","        3,600",,,,"       14,000","        0,000",,"        0,000","        0,000",,,"        0,310","        0,050","        1,400",,"        0,700","        0,700",,,"       36,000",,"        0,000","       72,000","        5,000","      583,000","       46,000","       24,000","      168,000",,,"        1,900","        0,700","        0,120","        0,260",,,,,
ZIN0026,tepung tapioka,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0027,tepung terigu,,"     1523,000",,"       10,300","        1,000","       76,300","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,100","        0,040","        1,100",,"        0,390","        0,040",,,"       18,000",,"        0,000","        0,000","        2,000","      107,000","       15,000","       22,000","      108,000",,,"        1,200","        0,700","        0,140","        0,680",,,,,
ZIN0028,blendung/ brontol,,"     2510,000",,"        4,600","       31,000","       75,100","        2,600",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,110","        0,050","        1,000",,"        0,200","        0,070",,,"       10,000",,"        0,000","        0,000","       11,000","       89,000","        6,000","       33,000","       84,000",,,"        1,200","        0,600","        0,100","        0,310",,,,,
ZIN0029,ubi jalar merah,,"      431,000",,"        1,700","        0,100","       24,300","        3,000",,,,"     1467,000","        0,000",,"        0,000","        5,000",,,"        0,070","        0,130","        0,600",,"        0,650","        0,240",,,"       23,000",,"        0,000","       25,000","       10,000","      348,000","       28,000","       20,000","       55,000",,,"        0,500","        0,300","        0,210","        0,560",,,,,
ZIN0030,ubi jalar kuning,,"      427,000",,"        2,100","        0,100","       24,300","        1,500",,,,"      191,000","        0,000",,"        0,000","        6,000",,,"        0,100","        0,050","        0,700",,"        0,370","        0,240",,,"       18,000",,"        0,000","       14,000","        4,000","      324,000","       11,000","       27,000","       43,000",,,"        0,800","        0,500","        0,190","        0,290",,,,,
ZIN0031,ubi jalar ungu,,"      469,000",,"        2,400","        0,100","       26,300","        1,400",,,,"        0,000","        0,000",,"        0,000","        6,000",,,"        0,120","        0,030","        0,700",,"        0,360","        0,260",,,"       18,000",,"        0,000","       14,000","        3,000","      348,000","        9,000","       30,000","       45,000",,,"        0,900","        0,600","        0,200","        0,280",,,,,
ZIN0032,ubi jalar putih,,"      469,000",,"        2,400","        0,100","       26,300","        1,400",,,,"        0,000","        0,000",,"        0,000","        6,000",,,"        0,120","        0,030","        0,700",,"        0,360","        0,260",,,"       18,000",,"        0,000","       14,000","        3,000","      348,000","        9,000","       30,000","       45,000",,,"        0,900","        0,600","        0,200","        0,280",,,,,
ZIN0033,uwi,,"      406,000",,"        2,100","        0,100","       22,900","        1,200",,,,"        0,000","        0,000",,"        0,000","        5,000",,,"        0,100","        0,030","        0,600",,"        0,310","        0,230",,,"       16,000",,"        0,000","       12,000","        3,000","      303,000","        8,000","       26,000","       39,000",,,"        0,800","        0,500","        0,170","        0,240",,,,,
ZIN0034,bubur buatan pabrik,,"     1556,000",,"       15,600","        6,000","       64,800","       10,200",,,,"       12,000","        0,000",,"        0,000","        0,000",,,"        0,660","        0,120","        0,600",,"        1,200","        0,120",,,"       24,000",,"        0,000","        0,000","        6,000","      336,000","       48,000","      144,000","      456,000",,,"        4,200","        3,000","        0,360","        3,540",,,,,
ZIN0035,campuran beras,,"     1510,000",,"        6,700","        0,600","       79,500","        0,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,060","        1,100",,"        1,140","        0,140",,,"        6,000",,"        0,000","        0,000","        0,000","       81,000","        8,000","       36,000","      103,000",,,"        0,600","        1,100","        0,110","        1,060",,,,,
ZIN0036,cantel,,"     1389,000",,"       10,300","        3,000","       73,700","       12,700",,,,"        7,000","        0,000",,"        0,000","        1,000",,,"        0,300","        0,100","        2,800",,"        0,940","        0,190",,,"       14,000",,"        0,000","        0,000","        7,000","      131,000","       25,000","      171,000","      222,000",,,"        4,100","        1,600","        0,460","        0,780",,,,,
ZIN0037,gadung mentah,,"      406,000",,"        2,100","        0,100","       22,900","        1,200",,,,"        0,000","        0,000",,"        0,000","        5,000",,,"        0,100","        0,030","        0,600",,"        0,310","        0,230",,,"       16,000",,"        0,000","       12,000","        3,000","      303,000","        8,000","       26,000","       39,000",,,"        0,800","        0,500","        0,170","        0,240",,,,,
ZIN0038,ganyong mentah,,"      343,000",,"        1,800","        0,100","       19,500","        1,000",,,,"        0,000","        0,000",,"        0,000","        4,000",,,"        0,090","        0,030","        0,500",,"        0,260","        0,200",,,"       14,000",,"        0,000","       10,000","        3,000","      258,000","        7,000","       22,000","       33,000",,,"        0,700","        0,400","        0,140","        0,200",,,,,
ZIN0039,gaplek,,"     1314,000",,"        2,600","        0,700","       76,600","        3,600",,,,"       14,000","        0,000",,"        0,000","        0,000",,,"        0,310","        0,050","        1,400",,"        0,700","        0,700",,,"       36,000",,"        0,000","       72,000","        5,000","      583,000","       46,000","       24,000","      168,000",,,"        1,900","        0,700","        0,120","        0,260",,,,,
ZIN0040,garut / irut mentah,,"     1054,000",,"        5,500","        0,300","       59,500","        3,100",,,,"        0,000","        0,000",,"        0,000","       13,000",,,"        0,260","        0,080","        1,600",,"        0,810","        0,600",,,"       42,000",,"        0,000","       31,000","        8,000","      788,000","       21,000","       68,000","      101,000",,,"        2,100","        1,300","        0,440","        0,620",,,,,
ZIN0041,gembili / mbolo,,"      406,000",,"        2,100","        0,100","       22,900","        1,200",,,,"        0,000","        0,000",,"        0,000","        5,000",,,"        0,100","        0,030","        0,600",,"        0,310","        0,230",,,"       16,000",,"        0,000","       12,000","        3,000","      303,000","        8,000","       26,000","       39,000",,,"        0,800","        0,500","        0,170","        0,240",,,,,
ZIN0042,intip,,"      707,000",,"        3,100","        0,300","       37,200","        0,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,030","        0,500",,"        0,530","        0,070",,,"        3,000",,"        0,000","        0,000","        0,000","       38,000","        4,000","       17,000","       48,000",,,"        0,300","        0,500","        0,050","        0,490",,,,,
ZIN0043,jagung kuning pipil baru,,"      452,000",,"        3,300","        1,300","       25,100","        2,800",,,,"       13,000","        0,000",,"        0,000","        0,000",,,"        0,220","        0,070","        1,600",,"        0,880","        0,060",,,"       46,000",,"        0,000","        6,000","       17,000","      249,000","        2,000","       32,000","      103,000",,,"        0,600","        0,500","        0,050","        0,190",,,,,
ZIN0044,jagung kuning pipil lama,,"     1515,000",,"        8,100","        3,600","       76,900","        7,300",,,,"       47,000","        0,000",,"        0,000","        1,000",,,"        0,390","        0,200","        3,600",,"        0,430","        0,300",,,"       25,000",,"        0,000","        0,000","       35,000","      287,000","        6,000","      127,000","      241,000",,,"        3,500","        1,800","        0,190","        0,500",,,,,
ZIN0045,jagung kuning segar,,"      452,000",,"        3,300","        1,300","       25,100","        2,800",,,,"       13,000","        0,000",,"        0,000","        0,000",,,"        0,220","        0,070","        1,600",,"        0,880","        0,060",,,"       46,000",,"        0,000","        6,000","       17,000","      249,000","        2,000","       32,000","      103,000",,,"        0,600","        0,500","        0,050","        0,190",,,,,
ZIN0046,jagung muda berjanggel,,"      247,000",,"        1,800","        0,700","       13,800","        1,500",,,,"        7,000","        0,000",,"        0,000","        0,000",,,"        0,120","        0,040","        0,900",,"        0,480","        0,030",,,"       25,000",,"        0,000","        3,000","        9,000","      137,000","        1,000","       18,000","       57,000",,,"        0,300","        0,300","        0,030","        0,100",,,,,
ZIN0047,jagung putih pipil baru,,"      452,000",,"        3,300","        1,300","       25,100","        2,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,220","        0,070","        1,600",,"        0,880","        0,060",,,"       46,000",,"        0,000","        6,000","       17,000","      249,000","        2,000","       32,000","      103,000",,,"        0,600","        0,500","        0,050","        0,190",,,,,
ZIN0048,jagung putih pipil lama,,"     1515,000",,"        8,100","        3,600","       76,900","        7,300",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,390","        0,200","        3,600",,"        0,430","        0,300",,,"       25,000",,"        0,000","        0,000","       35,000","      287,000","        6,000","      127,000","      241,000",,,"        3,500","        1,800","        0,190","        0,500",,,,,
ZIN0049,jagung putih segar,,"      452,000",,"        3,300","        1,300","       25,100","        2,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,220","        0,070","        1,600",,"        0,880","        0,060",,,"       46,000",,"        0,000","        6,000","       17,000","      249,000","        2,000","       32,000","      103,000",,,"        0,600","        0,500","        0,050","        0,190",,,,,
ZIN0050,kathul beras merah,,"      904,000",,"       15,600","        4,300","       64,500","       42,800",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,420","        0,520","       12,200",,"        1,960","        1,170",,,"       55,000",,"        0,000","        0,000","        2,000","     1182,000","       73,000","      611,000","     1013,000",,,"       10,600","        7,300","        1,000","       11,500",,,,,
ZIN0051,katul beras,,"      904,000",,"       15,600","        4,300","       64,500","       42,800",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,420","        0,520","       12,200",,"        1,960","        1,170",,,"       55,000",,"        0,000","        0,000","        2,000","     1182,000","       73,000","      611,000","     1013,000",,,"       10,600","        7,300","        1,000","       11,500",,,,,
ZIN0052,kentang,,"      389,000",,"        2,000","        0,100","       21,600","        1,500",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,020","        1,400",,"        0,560","        0,300",,,"        9,000",,"        0,000","       13,000","        5,000","      391,000","        5,000","       25,000","       50,000",,,"        0,400","        0,300","        0,220","        0,160",,,,,
ZIN0053,kentang hitam,,"      389,000",,"        2,000","        0,100","       21,600","        1,500",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,020","        1,400",,"        0,560","        0,300",,,"        9,000",,"        0,000","       13,000","        5,000","      391,000","        5,000","       25,000","       50,000",,,"        0,400","        0,300","        0,220","        0,160",,,,,
ZIN0054,kimpul mentah,,"      469,000",,"        2,400","        0,100","       26,300","        1,400",,,,"        0,000","        0,000",,"        0,000","        6,000",,,"        0,120","        0,030","        0,700",,"        0,360","        0,260",,,"       18,000",,"        0,000","       14,000","        3,000","      348,000","        9,000","       30,000","       45,000",,,"        0,900","        0,600","        0,200","        0,280",,,,,
ZIN0055,krecek irut,,"     1460,000",,"        7,600","        0,400","       82,400","        4,300",,,,"        0,000","        0,000",,"        0,000","       18,000",,,"        0,360","        0,110","        2,200",,"        1,120","        0,830",,,"       58,000",,"        0,000","       43,000","       11,000","     1091,000","       29,000","       94,000","      140,000",,,"        2,900","        1,800","        0,610","        0,860",,,,,
ZIN0056,makaroni,,"     1477,000",,"       12,000","        1,800","       70,800","        4,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,050","        1,000",,"        0,280","        0,100",,,"       18,000",,"        0,000","        0,000","        3,000","       78,000","       18,000","       45,000","      135,000",,,"        1,300","        1,300","        0,250","        0,730",,,,,
ZIN0057,martabak manis,,"      929,000",,"        2,500","       17,100","       15,200","        0,000",,,,"       38,000","       38,000",,"        0,000","        1,000",,,"        0,010","        0,110","        0,000",,"        0,280","        0,020",,,"        9,000",,"        0,200","        0,000","       25,000","       26,000","       10,000","        2,000","       35,000",,,"        0,300","        0,200","        0,010","        0,010",,,,,
ZIN0058,mie + bakso (6) + kuah,,"      619,000",,"       11,700","        2,000","       19,800","        1,200",,,,"        4,000","        4,000",,"        0,000","        0,000",,,"        0,040","        0,070","        1,300",,"        0,230","        0,140",,,"        8,000",,"        0,600","        0,000","       21,000","      135,000","        7,000","       20,000","      105,000",,,"        0,900","        1,700","        0,100","        0,210",,,,,
ZIN0059,mie + kuah,,"      590,000",,"        4,800","        0,700","       28,300","        1,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,110","        0,040",,,"        7,000",,"        0,000","        0,000","        1,000","       31,000","        7,000","       18,000","       54,000",,,"        0,500","        0,500","        0,100","        0,290",,,,,
ZIN0060,mie ayam,,"      590,000",,"        4,800","        0,700","       28,300","        1,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,110","        0,040",,,"        7,000",,"        0,000","        0,000","        1,000","       31,000","        7,000","       18,000","       54,000",,,"        0,500","        0,500","        0,100","        0,290",,,,,
ZIN0061,mie bakso,,"      590,000",,"        4,800","        0,700","       28,300","        1,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,110","        0,040",,,"        7,000",,"        0,000","        0,000","        1,000","       31,000","        7,000","       18,000","       54,000",,,"        0,500","        0,500","        0,100","        0,290",,,,,
ZIN0062,mie basah,,"      590,000",,"        4,800","        0,700","       28,300","        1,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,110","        0,040",,,"        7,000",,"        0,000","        0,000","        1,000","       31,000","        7,000","       18,000","       54,000",,,"        0,500","        0,500","        0,100","        0,290",,,,,
ZIN0063,mie kering,,"     1360,000",,"        9,600","        6,400","       56,600","        3,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,040","        0,800",,"        0,220","        0,080",,,"       14,000",,"        0,000","        0,000","        2,000","       62,000","       14,000","       36,000","      108,000",,,"        1,000","        1,000","        0,200","        0,580",,,,,
ZIN0064,mie kering,,"     1180,000",,"        9,600","        1,400","       56,600","        3,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,040","        0,800",,"        0,220","        0,080",,,"       14,000",,"        0,000","        0,000","        2,000","       62,000","       14,000","       36,000","      108,000",,,"        1,000","        1,000","        0,200","        0,580",,,,,
ZIN0065,mie soun,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0066,misoa,,"     1297,000",,"       10,600","        1,500","       62,300","        3,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,040","        0,900",,"        0,240","        0,090",,,"       15,000",,"        0,000","        0,000","        2,000","       68,000","       15,000","       40,000","      119,000",,,"        1,100","        1,100","        0,220","        0,640",,,,,
ZIN0067,nasi goreng,,"     1046,000",,"        3,500","       17,200","       20,100","        0,200",,,,"       10,000","       10,000",,"        0,000","        1,000",,,"        0,020","        0,050","        0,400",,"        0,380","        0,060",,,"        4,000",,"        0,200","        0,000","        9,000","       43,000","        5,000","       11,000","       44,000",,,"        0,300","        0,500","        0,030","        0,270",,,,,
ZIN0068,nasi jagung,,"      506,000",,"        2,800","        0,600","       27,200","        1,300",,,,"        5,000","        0,000",,"        0,000","        0,000",,,"        0,100","        0,040","        0,900",,"        0,600","        0,050",,,"       20,000",,"        0,000","        2,000","        7,000","      117,000","        3,000","       21,000","       63,000",,,"        0,400","        0,400","        0,040","        0,300",,,,,
ZIN0069,nasi liwet,,"      544,000",,"        2,400","        0,200","       28,600","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,410","        0,050",,,"        2,000",,"        0,000","        0,000","        0,000","       29,000","        3,000","       13,000","       37,000",,,"        0,200","        0,400","        0,040","        0,380",,,,,
ZIN0070,nasi lunak and kangkung,,"      423,000",,"        2,400","        0,200","       22,000","        0,700",,,,"       76,000","        0,000",,"        0,000","        1,000",,,"        0,030","        0,030","        0,400",,"        0,310","        0,070",,,"       20,000",,"        0,000","        6,000","        4,000","       72,000","       21,000","       14,000","       38,000",,,"        0,400","        0,400","        0,050","        0,360",,,,,
ZIN0071,nasi putih,,"      544,000",,"        2,400","        0,200","       28,600","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,410","        0,050",,,"        2,000",,"        0,000","        0,000","        0,000","       29,000","        3,000","       13,000","       37,000",,,"        0,200","        0,400","        0,040","        0,380",,,,,
ZIN0072,nasi putih kukus,,"      544,000",,"        2,400","        0,200","       28,600","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,410","        0,050",,,"        2,000",,"        0,000","        0,000","        0,000","       29,000","        3,000","       13,000","       37,000",,,"        0,200","        0,400","        0,040","        0,380",,,,,
ZIN0073,nasi soto,,"      272,000",,"        1,200","        0,100","       14,300","        0,200",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,200",,"        0,210","        0,030",,,"        1,000",,"        0,000","        0,000","        0,000","       15,000","        2,000","        7,000","       19,000",,,"        0,100","        0,200","        0,020","        0,190",,,,,
ZIN0074,nasi tim,,"      490,000",,"        2,200","        0,200","       25,700","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,370","        0,050",,,"        2,000",,"        0,000","        0,000","        0,000","       26,000","        3,000","       12,000","       33,000",,,"        0,200","        0,400","        0,040","        0,340",,,,,
ZIN0075,nasi tim ayam,,"      586,000",,"        5,800","        3,000","       21,500","        0,200",,,,"        6,000","        6,000",,"        0,000","        0,000",,,"        0,030","        0,050","        1,200",,"        0,420","        0,080",,,"        2,000",,"        0,000","        0,000","       11,000","       49,000","        4,000","       13,000","       55,000",,,"        0,400","        0,600","        0,050","        0,290",,,,,
ZIN0076,nasi tim bayam,,"      418,000",,"        2,100","        0,200","       21,800","        0,500",,,,"       45,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,310","        0,050",,,"       12,000",,"        0,000","        4,000","        2,000","       52,000","       13,000","       12,000","       34,000",,,"        0,300","        0,300","        0,040","        0,330",,,,,
ZIN0077,nasi tim daging,,"      649,000",,"        5,400","        4,800","       21,500","        0,200",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,040","        0,800",,"        0,360","        0,090",,,"        2,000",,"        0,300","        0,000","        8,000","       71,000","        3,000","       13,000","       56,000",,,"        0,400","        0,900","        0,040","        0,290",,,,,
ZIN0078,nasi tim wortel kentang,,"      439,000",,"        2,000","        0,200","       23,200","        0,700",,,,"      194,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,020","        0,500",,"        0,370","        0,090",,,"        4,000",,"        0,000","        2,000","        7,000","       82,000","        6,000","       13,000","       34,000",,,"        0,200","        0,300","        0,060","        0,360",,,,,
ZIN0079,nasi uduk,,"      494,000",,"        2,100","        1,500","       23,500","        0,600",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,300",,"        0,340","        0,040",,,"        3,000",,"        0,000","        0,000","        1,000","       37,000","        3,000","       12,000","       34,000",,,"        0,300","        0,400","        0,050","        0,360",,,,,
