Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0877,ketumbar halus,,"     2590,000",,"       25,900","       41,200","       62,900","       38,300",,,,"      103,000","        0,000",,"        0,000","        2,000",,,"        0,610","        0,330","        5,900",,"        0,440","        1,280",,,"      329,000",,"        0,000","       11,000","       72,000","     1747,000","      544,000","      428,000","      737,000",,,"       33,500","        9,300","        1,550","        5,010",,,,,
ZIN0878,ketumbar kasar,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0879,ketupat,,"       84,000",,"        0,400","        0,000","        4,300","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,100",,"        0,060","        0,010",,,"        0,000",,"        0,000","        0,000","        0,000","        4,000","        0,000","        2,000","        6,000",,,"        0,000","        0,100","        0,010","        0,060",,,,,
ZIN0880,koci,,"      858,000",,"        3,400","        4,200","       38,700","        2,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,030","        0,400",,"        0,410","        0,060",,,"       36,000",,"        0,000","        0,000","        3,000","      107,000","        8,000","       22,000","       65,000",,,"        0,800","        0,600","        0,130","        0,540",,,,,
ZIN0881,kolang-kaling,,"      812,000",,"        0,000","        0,000","       50,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,010","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","        1,000","        1,000","        0,000","        1,000",,,"        0,100","        0,000","        0,020","        0,010",,,,,
ZIN0882,kopi made up (belu),,"        8,000",,"        0,100","        0,000","        0,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,300",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        3,000","       36,000","        3,000","        4,000","        3,000",,,"        0,100","        0,000","        0,010","        0,020",,,,,
ZIN0883,"kopi susu (jagung, tepung beras, tapio",,"     1490,000",,"        3,200","        3,400","       80,700","        2,900",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,160","        0,090","        1,400",,"        0,170","        0,120",,,"       10,000",,"        0,000","        0,000","       15,000","      116,000","        3,000","       51,000","       97,000",,,"        1,500","        0,700","        0,100","        0,210",,,,,
ZIN0884,"kopi-kopi (jagung, tepung beras, tapiok",,"     1490,000",,"        3,200","        3,400","       80,700","        2,900",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,160","        0,090","        1,400",,"        0,170","        0,120",,,"       10,000",,"        0,000","        0,000","       15,000","      116,000","        3,000","       51,000","       97,000",,,"        1,500","        0,700","        0,100","        0,210",,,,,
ZIN0885,koya,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0886,krawu ubi,,"      774,000",,"        1,200","        2,600","       40,800","        1,900",,,,"        5,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,020","        0,500",,"        0,260","        0,250",,,"       14,000",,"        0,000","       25,000","        3,000","      229,000","       17,000","       11,000","       67,000",,,"        0,900","        0,300","        0,080","        0,200",,,,,
ZIN0887,krecek singkong mentah,,"     1096,000",,"        2,200","        0,600","       63,800","        3,000",,,,"       12,000","        0,000",,"        0,000","        0,000",,,"        0,260","        0,040","        1,200",,"        0,580","        0,580",,,"       30,000",,"        0,000","       60,000","        4,000","      486,000","       38,000","       20,000","      140,000",,,"        1,600","        0,600","        0,100","        0,220",,,,,
ZIN0888,krupuk aladin,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0889,krupuk asin,,"     1824,000",,"        7,200","       13,700","       70,400","        1,900",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,070","        0,030","        0,800",,"        0,270","        0,030",,,"       13,000",,"        0,000","        0,000","        2,000","       75,000","       11,000","       15,000","       76,000",,,"        0,900","        0,500","        0,100","        0,480",,,,,
ZIN0890,krupuk bala bala,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0891,krupuk bala bala,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0892,krupuk fuji (chips-chips),,"     3431,000",,"        8,900","       38,700","      110,700","        4,700",,,,"        0,000","        0,000",,"        0,000","        5,000",,,"        0,240","        0,130","        3,500",,"        0,320","        0,670",,,"       50,000",,"        0,000","        8,000","      660,000","     1039,000","       29,000","       65,000","      193,000",,,"        2,000","        0,800","        0,220","        0,550",,,,,
ZIN0893,"krupuk jantan (tapioka, udang,wijen, b",,"     2100,000",,"        2,200","       25,600","       68,800","        3,000",,,,"       12,000","        0,000",,"        0,000","        2,000",,,"        0,260","        0,040","        1,200",,"        0,580","        0,580",,,"       30,000",,"        0,000","       60,000","        4,000","      486,000","       38,000","       20,000","      140,000",,,"        1,600","        0,600","        0,100","        0,220",,,,,
ZIN0894,"krupuk jazzy rp, 100 (ubi, bawang puti",,"     2125,000",,"        5,300","       30,300","       57,300","        3,000",,,,"        0,000","        0,000",,"        0,000","       14,000",,,"        0,250","        0,080","        1,500",,"        0,780","        0,580",,,"       40,000",,"        0,000","       30,000","        8,000","      758,000","       20,000","       65,000","       98,000",,,"        2,000","        1,300","        0,430","        0,600",,,,,
ZIN0895,krupuk makanan ringan sinbad,,"     1490,000",,"        3,200","        3,400","       80,700","        2,900",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,160","        0,090","        1,400",,"        0,170","        0,120",,,"       10,000",,"        0,000","        0,000","       15,000","      116,000","        3,000","       51,000","       97,000",,,"        1,500","        0,700","        0,100","        0,210",,,,,
ZIN0896,krupuk mlarat,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0897,krupuk monas,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0898,krupuk pasir,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0899,krupuk raja udang bandeng,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0900,krupuk rambakl,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0901,krupuk sambal udang,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0902,krupuk tempe,,"     1038,000",,"       15,200","       16,200","       13,600","        1,100",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,100","        0,090","        3,700",,"        0,290","        0,240",,,"       42,000",,"        0,300","        0,000","        5,000","      294,000","       74,000","       56,000","      165,000",,,"        1,800","        1,400","        0,540","        1,140",,,,,
ZIN0903,"krupuk tempe besar rp, 500",,"     1038,000",,"       15,200","       16,200","       13,600","        1,100",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,100","        0,090","        3,700",,"        0,290","        0,240",,,"       42,000",,"        0,300","        0,000","        5,000","      294,000","       74,000","       56,000","      165,000",,,"        1,800","        1,400","        0,540","        1,140",,,,,
ZIN0904,krupuk udang,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0905,krupuk yeye,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0906,kue bangke mentga,,"     1958,000",,"        1,800","       32,900","       44,300","        3,500",,,,"        8,000","        8,000",,"        0,000","        2,000",,,"        0,030","        0,030","        0,200",,"        0,170","        0,020",,,"       11,000",,"        0,100","        1,000","       14,000","      138,000","        8,000","       13,000","       52,000",,,"        1,000","        0,500","        0,180","        0,570",,,,,
ZIN0907,kue bapuk/bakpau,,"      732,000",,"        5,100","        0,500","       37,200","        2,100",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,070","        0,030","        0,500",,"        0,210","        0,030",,,"       44,000",,"        0,000","        0,000","        2,000","       89,000","       10,000","       17,000","       67,000",,,"        0,900","        0,500","        0,100","        0,330",,,,,
ZIN0908,kue baruasa,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0909,kue bipan,,"      849,000",,"        2,500","        4,200","       39,000","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,020","        0,400",,"        0,400","        0,050",,,"        5,000",,"        0,000","        0,000","        3,000","       68,000","        4,000","       15,000","       46,000",,,"        0,500","        0,500","        0,090","        0,520",,,,,
ZIN0910,kue bolu,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0911,kue bolu coklat bundar,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0912,kue bolu gulung,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0913,kue bolu kacang,,"      987,000",,"        4,100","        3,200","       47,200","        1,400",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,040","        0,020","        1,100",,"        0,180","        0,030",,,"       12,000",,"        0,000","        0,000","        4,000","       69,000","       10,000","       16,000","       52,000",,,"        0,700","        0,400","        0,120","        0,290",,,,,
ZIN0914,kue bolu kenari,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0915,kue bolu kering,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0916,kue bolu kukus,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0917,"kue bolu rp, 100",,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0918,kue cikak,,"      728,000",,"        3,800","        0,300","       38,300","        1,500",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,030","        0,500",,"        0,480","        0,070",,,"       39,000",,"        0,000","        0,000","        1,000","       79,000","        7,000","       23,000","       65,000",,,"        0,700","        0,600","        0,090","        0,470",,,,,
ZIN0919,kue dadar,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0920,kue dadar gulung,,"     1209,000",,"        5,700","        8,400","       48,300","        2,700",,,,"       25,000","       25,000",,"        0,000","        0,000",,,"        0,060","        0,090","        0,500",,"        0,370","        0,040",,,"       17,000",,"        0,200","        1,000","       21,000","      124,000","       15,000","       15,000","       82,000",,,"        1,100","        0,600","        0,140","        0,530",,,,,
ZIN0921,"kue donat rp, 100",,"     1674,000",,"        5,200","       21,800","       46,300","        1,000",,,,"       24,000","       24,000",,"        0,000","        1,000",,,"        0,050","        0,090","        0,400",,"        0,310","        0,030",,,"       11,000",,"        0,200","        0,000","       20,000","       71,000","       28,000","       10,000","       68,000",,,"        0,600","        0,400","        0,060","        0,250",,,,,
ZIN0922,kue endog-endogan/onde- onde,,"     1443,000",,"        5,700","       12,900","       52,900","        3,200",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,120","        0,040","        0,700",,"        0,210","        0,080",,,"       62,000",,"        0,000","        0,000","        2,000","      124,000","       59,000","       37,000","      101,000",,,"        1,700","        0,900","        0,320","        0,440",,,,,
ZIN0923,kue gelangan/jalabria,,"     1678,000",,"        1,800","       26,100","       40,900","        0,700",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,020","        0,020","        0,300",,"        0,320","        0,040",,,"        3,000",,"        0,000","        0,000","        8,000","      103,000","       18,000","       16,000","       36,000",,,"        0,600","        0,400","        0,110","        0,410",,,,,
ZIN0924,kue gonjing/kue pancong,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0925,kue jalankote,,"     1046,000",,"        2,200","        7,800","       43,900","        2,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,020","        0,400",,"        0,320","        0,040",,,"        7,000",,"        0,000","        1,000","        5,000","      100,000","        5,000","       15,000","       49,000",,,"        0,700","        0,500","        0,130","        0,580",,,,,
ZIN0926,kue jalankote (isinya saja),,"     1552,000",,"        1,700","       16,800","       57,600","        4,500",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,040","        0,020","        0,300",,"        0,150","        0,030",,,"       13,000",,"        0,000","        2,000","       11,000","      179,000","        8,000","       16,000","       58,000",,,"        1,300","        0,600","        0,240","        0,760",,,,,
ZIN0927,kue janda,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0928,kue kambeng-kambeng,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0929,kue kareri sala,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0930,kue lapis,,"     1686,000",,"        5,700","       22,900","       44,300","        0,700",,,,"       48,000","       48,000",,"        0,000","        2,000",,,"        0,040","        0,140","        0,300",,"        0,450","        0,040",,,"       16,000",,"        0,300","        0,000","       32,000","       59,000","       17,000","        8,000","       71,000",,,"        0,600","        0,500","        0,050","        0,180",,,,,
ZIN0931,kue lapis legit,,"     1686,000",,"        5,700","       22,900","       44,300","        0,700",,,,"       48,000","       48,000",,"        0,000","        2,000",,,"        0,040","        0,140","        0,300",,"        0,450","        0,040",,,"       16,000",,"        0,300","        0,000","       32,000","       59,000","       17,000","        8,000","       71,000",,,"        0,600","        0,500","        0,050","        0,180",,,,,
ZIN0932,kue lemet,,"     2105,000",,"        2,200","       25,600","       69,000","        3,000",,,,"       12,000","        0,000",,"        0,000","        2,000",,,"        0,260","        0,040","        1,200",,"        0,580","        0,580",,,"       30,000",,"        0,000","       60,000","        4,000","      486,000","       38,000","       20,000","      140,000",,,"        1,600","        0,600","        0,100","        0,220",,,,,
ZIN0933,kue mangkok/cimplo/apem,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0934,kue nagasari,,"      774,000",,"        2,100","        2,800","       39,900","        2,700",,,,"        6,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,090","        0,600",,"        0,420","        0,490",,,"       18,000",,"        0,000","        7,000","        2,000","      355,000","        7,000","       31,000","       41,000",,,"        0,500","        0,400","        0,130","        0,400",,,,,
ZIN0935,kue pancong,,"     1209,000",,"        4,000","       13,600","       38,400","        3,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,030","        0,700",,"        0,580","        0,080",,,"       13,000",,"        0,000","        1,000","        8,000","      175,000","        9,000","       27,000","       87,000",,,"        1,200","        0,900","        0,220","        1,030",,,,,
ZIN0936,kue pati singkong goreng,,"     1167,000",,"        3,500","       12,700","       39,400","        2,600",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,100","        0,040","        0,500",,"        0,220","        0,080",,,"       57,000",,"        0,000","        0,000","        2,000","      102,000","       56,000","       34,000","       81,000",,,"        1,400","        0,800","        0,290","        0,350",,,,,
ZIN0937,"kue pia kac, ijo",,"      950,000",,"        4,200","        0,800","       52,200","        2,700",,,,"       10,000","       10,000",,"        0,000","        0,000",,,"        0,090","        0,060","        0,300",,"        0,250","        0,050",,,"       86,000",,"        0,100","        0,000","        8,000","      124,000","       13,000","       23,000","       77,000",,,"        1,200","        0,600","        0,130","        0,230",,,,,
ZIN0938,kue pisang ijo + kuah,,"     1038,000",,"        2,600","        0,300","       58,100","        1,100",,,,"        1,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,020","        0,300",,"        0,110","        0,060",,,"        6,000",,"        0,000","        1,000","        3,000","       58,000","        5,000","        8,000","       31,000",,,"        0,400","        0,200","        0,060","        0,190",,,,,
ZIN0939,"kue pisang molen rp, 100",,"      787,000",,"        5,600","        2,200","       37,100","        2,300",,,,"       33,000","       29,000",,"        0,000","        0,000",,,"        0,070","        0,150","        0,600",,"        0,480","        0,380",,,"       23,000",,"        0,200","        5,000","       20,000","      289,000","       16,000","       26,000","       70,000",,,"        0,700","        0,500","        0,100","        0,300",,,,,
ZIN0940,kue putri salju,,"     1209,000",,"        4,000","       13,600","       38,400","        3,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,030","        0,700",,"        0,580","        0,080",,,"       13,000",,"        0,000","        1,000","        8,000","      175,000","        9,000","       27,000","       87,000",,,"        1,200","        0,900","        0,220","        1,030",,,,,
ZIN0941,kue putu beras,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0942,"kue roko'-roko' unti rp, 50 (nagasari)",,"      619,000",,"        1,700","        2,600","       30,600","        1,700",,,,"        3,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,050","        0,400",,"        0,310","        0,260",,,"       10,000",,"        0,000","        4,000","        2,000","      197,000","        5,000","       20,000","       33,000",,,"        0,400","        0,300","        0,090","        0,340",,,,,
ZIN0943,kue sakura,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0944,kue telur gabus/kue kontol bebek,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0945,kue timus,,"      908,000",,"        7,800","        8,000","       28,900","        3,800",,,,"     1901,000","      243,000",,"        2,000","        6,000",,,"        0,150","        0,330","        0,800",,"        1,320","        0,390",,,"       63,000",,"        2,400","       28,000","       78,000","      511,000","       61,000","       32,000","      167,000",,,"        2,400","        1,000","        0,290","        0,730",,,,,
ZIN0946,kue uler-uleran,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0947,kulit,,"     2209,000",,"        3,000","       30,300","       60,000","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0948,kunci,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0949,kunyit,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0950,laos,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0951,lemper,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0952,lemper bakar,,"      828,000",,"        4,700","        5,700","       32,100","        1,200",,,,"        4,000","        4,000",,"        0,000","        0,000",,,"        0,030","        0,040","        0,900",,"        0,390","        0,060",,,"        5,000",,"        0,000","        0,000","       10,000","       77,000","        5,000","       14,000","       56,000",,,"        0,600","        0,600","        0,090","        0,430",,,,,
ZIN0953,lengkuas,,"      577,000",,"       11,200","        2,200","       25,900","        5,200",,,,"     1167,000","        0,000",,"        0,000","        1,000",,,"        0,090","        0,620","        4,000",,"        0,800","        0,500",,,"      304,000",,"        0,000","       61,000","      226,000","     1903,000","      734,000","      125,000","      176,000",,,"       49,000","        2,400","        0,320","        5,250",,,,,
ZIN0954,lodeh tahu and tempe,,"      347,000",,"        4,900","        5,600","        4,800","        1,500",,,,"       11,000","        0,000",,"        0,000","        0,000",,,"        0,050","        0,040","        0,800",,"        0,130","        0,070",,,"       15,000",,"        0,100","        3,000","        6,000","      142,000","       40,000","       39,000","       65,000",,,"        1,900","        0,600","        0,190","        0,500",,,,,
